CODIGO_DA_IES,NOME_DA_IES,CATEGORIA_DA_IES,MUNICIPIO,UF,SITUACAO_IES
224,Centro Universitário FMABC,Privada,Santo André,SP,Ativa
17942,Faculdade de Tecnologia do Tatuapé,Pública,São Paulo,SP,Ativa
22222,FACULDADE UNIVERITAS UNIVERSUS VERITAS DE PIRACICABA,Privada,Piracicaba,SP,Ativa
4616,FACULDADE ANHANGUERA DE CAXIAS DO SUL,Privada,Caxias do Sul,RS,Ativa
456,CENTRO UNIVERSITÁRIO SANT´ANNA,Privada,São Paulo,SP,Ativa
1175,FACULDADE ESTÁCIO DO RIO GRANDE DO SUL - ESTÁCIO FARGS,Privada,Porto Alegre,RS,Ativa
12749,"FACULDADES UNIDAS DE PESQUISA, CIÊNCIAS E SAÚDE LTDA",Privada,Jequié,BA,Ativa
10009,FAMAC - FACULDADE DE MACHADINHO DO OESTE,Privada,Machadinho D´Oeste,RO,Extinta
16194,Faculdade Gran Tietê,Privada,Barra Bonita,SP,Ativa
576,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,Pública,Juiz de Fora,MG,Ativa
4000,FACULDADE DE ENSINO SUPERIOR DO INTERIOR PAULISTA,Privada,Marília,SP,Ativa
23180,Escola Superior de Catalão,Privada,Catalão,GO,Ativa
25277,UNIVERSIDADE FEDERAL DO DELTA DO PARNAIBA,Pública,Parnaíba,PI,Ativa
666,UNIVERSIDADE ESTADUAL DE FEIRA DE SANTANA,Pública,Feira de Santana,BA,Ativa
14220,Faculdade Presidente Antônio Carlos de Piraúba,Privada,Piraúba,MG,Extinta
19966,FACULDADE CAPITAL FEDERAL DE ITAPECERICA DA SERRA,Privada,Itapecerica da Serra,SP,Extinta
22183,Faculdade Pitágoras de Cruz Das Almas,Privada,Cruz das Almas,BA,Extinta
2184,FACULDADE CNEC GRAVATAÍ,Privada,Gravataí,RS,Ativa
1027,UNIVERSIDADE ESTADUAL DO NORTE FLUMINENSE DARCY RIBEIRO,Pública,Campos dos Goytacazes,RJ,Ativa
23130,Instituto de Desenvolvimento e Aprendizagem - IDEA São Luiz,Privada,São Luís,MA,Ativa
1438,FACULDADES DE CAMPINAS,Privada,Campinas,SP,Ativa
5131,FACULDADE SENAC CAÇADOR,Privada,Caçador,SC,Ativa
3427,Faculdade Dom Pedro II de Sergipe,Privada,Lagarto,SE,Ativa
2154,INSTITUTO SUPERIOR DE CIÊNCIAS HUMANAS E SOCIAIS ANÍSIO TEIXEIRA,Privada,São Gonçalo,RJ,Ativa
1144,FACULDADE DE CIÊNCIAS HUMANAS,Privada,Mairiporã,SP,Ativa
3826,FACULDADE DE SALVADOR,Privada,Salvador,BA,Extinta
1710,FACULDADE ANHANGUERA DE NEGÓCIOS E TECNOLOGIAS DA INFORMAÇÃO,Privada,Brasília,DF,Ativa
227,UNIVERSIDADE CATÓLICA DE SANTOS,Privada,Santos,SP,Ativa
21940,Faculdade Phorte de Educação e Tecnologia,Privada,São Paulo,SP,Ativa
24968,Faculdade Pitágoras de Paranaguá,Privada,Paranaguá,PR,Ativa
3242,FACULDADE DE TECNOLOGIA E GESTÃO,Privada,Cascavel,PR,Extinta
2280,FACULDADE SUPERIOR DE RIBAS DO RIO PARDO,Privada,Ribas do Rio Pardo,MS,Extinta
21861,FACULDADE UNIVERSO BRASÍLIA,Privada,Brasília,DF,Ativa
22096,FACULDADE SÃO LEOPOLDO MANDIC DE ARARAS,Privada,Araras,SP,Ativa
126,INSTITUTO NACIONAL DE TELECOMUNICAÇÕES,Privada,Santa Rita do Sapucaí,MG,Ativa
985,FACULDADE EVANGÉLICA DE RUBIATABA,Privada,Rubiataba,GO,Ativa
19914,FACULDADE MASTER,Privada,Aracaju,SE,Extinta
349,CENTRO UNIVERSITÁRIO DE BELO HORIZONTE,Privada,Belo Horizonte,MG,Ativa
953,UNIVERSIDADE METROPOLITANA DE SANTOS,Privada,Santos,SP,Ativa
2771,CENTRO DE ENSINO SUPERIOR DE ILHÉUS,Privada,Ilhéus,BA,Ativa
636,ESCOLA SUPERIOR DE PROPAGANDA E MARKETING,Privada,São Paulo,SP,Ativa
16728,INSTITUTO TOCANTINENSE PRESIDENTE ANTONIO CARLOS,Privada,Palmas,TO,Ativa
23022,Faculdade Cetrus Sanar,Privada,São Paulo,SP,Ativa
2301,FACULDADE FIDELIS,Privada,Curitiba,PR,Ativa
2186,FACULDADE SALESIANA DOM BOSCO,Privada,Manaus,AM,Ativa
22660,FACULDADE UNYPUBLICA,Privada,Curitiba,PR,Ativa
721,FACULDADE DE ASSIS,Privada,Assis,SP,Ativa
18679,"FACULDADE DE ADMINISTRAÇÃO, COMÉRCIO E EMPREENDEDORISMO",Privada,Sidrolândia,MS,Ativa
12723,FACULDADE FINACI,Privada,São Paulo,SP,Ativa
2049,INSTITUTO DE ESTUDOS SUPERIORES DO MARANHÃO,Privada,São Luís,MA,Ativa
4362,FACULDADE ANHANGUERA DE BETIM,Privada,Betim,MG,Ativa
2787,FACULDADES PEQUENO PRÍNCIPE,Privada,Curitiba,PR,Ativa
1992,INSTITUTO DE ENSINO SUPERIOR DE PIEDADE,Privada,Jaboatão dos Guararapes,PE,Extinta
23235,Instituto Universitário São Judas de Guarulhos,Privada,Guarulhos,SP,Ativa
25222,FACULDADE ATENAS PORTO SEGURO,Privada,Porto Seguro,BA,Ativa
21,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,Privada,Porto Alegre,RS,Ativa
569,UNIVERSIDADE FEDERAL DO PARÁ,Pública,Belém,PA,Ativa
4859,FACULDADE DE TECNOLOGIA FAESA - UNIDADE GUARAPARI,Privada,Guarapari,ES,Extinta
416,FACULDADE DE SÃO PAULO,Privada,São Paulo,SP,Ativa
207,CENTRO UNIVERSITÁRIO MOURA LACERDA,Privada,Ribeirão Preto,SP,Ativa
492,FACULDADE DE ADMINISTRAÇÃO CIÊNCIAS ECON E CONTÁBEIS DE GUARATINGUETÁ,Privada,Guaratinguetá,SP,Ativa
4016,INSTITUTO NACIONAL DE EDUCAÇÃO DE SURDOS,Pública,Rio de Janeiro,RJ,Ativa
1881,FACULDADE DA ESCADA,Privada,Escada,PE,Ativa
4157,FACULDADE METROPOLITANA DE RIO DO SUL,Privada,Rio do Sul,SC,Ativa
22252,FACULDADE UNIBRAS DO PARÁ,Privada,Ourilândia do Norte,PA,Ativa
1558,Faculdade Doctum de João Monlevade,Privada,João Monlevade,MG,Ativa
1813,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARÁ",Pública,Belém,PA,Ativa
14119,Faculdade Presidente Antônio Carlos de São Francisco,Privada,São Francisco,MG,Extinta
18800,ESCOLA SUPERIOR DO MINISTÉRIO PÚBLICO,Privada,Brasília,DF,Ativa
19312,Faculdade Múltipla,Privada,Teresina,PI,Ativa
13696,FACULDADE IBCMED,Privada,Sete Lagoas,MG,Extinta
23438,Faculdade de Tecnologia de Araras,Pública,Araras,SP,Ativa
320,FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE TATUÍ,Privada,Tatuí,SP,Extinta
21088,FACULDADE RODOLFO TEÓFILO,Privada,Fortaleza,CE,Ativa
1576,INSTITUTO DE ENSINO SUPERIOR BLAURO CARDOSO DE MATTOS,Privada,Serra,ES,Ativa
19298,Faculdade Pitagoras de Eunapolis,Privada,Eunápolis,BA,Ativa
2373,FACULDADES RESENDE DE FREITAS,Privada,Itaúba,MT,Extinta
21929,Faculdade Doctum da Zona Norte de Juiz de Fora,Privada,Juiz de Fora,MG,Ativa
3963,INSTITUTO SUPERIOR DE EDUCAÇÃO CARLOS CHAGAS,Privada,Juiz de Fora,MG,Extinta
19348,Faculdade de Tecnologia Ícone,Privada,Brasília,DF,Ativa
5288,FACULDADE ANHANGÜERA DE RIBEIRÃO PRETO,Privada,Ribeirão Preto,SP,Ativa
2169,FACULDADE CENECISTA DE FORTALEZA,Privada,Fortaleza,CE,Extinta
22759,Instituto Una de Itabira,Privada,Itabira,MG,Ativa
22453,Faculdade UNÍNTESE,Privada,Santo Ângelo,RS,Ativa
4358,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUL DE MINAS GERAIS",Pública,Pouso Alegre,MG,Ativa
597,UNIVERSIDADE FEDERAL DO TRIÂNGULO MINEIRO,Pública,Uberaba,MG,Ativa
19337,FACULDADE UNIFAMETRO MARACANAÚ,Privada,Maracanaú,CE,Ativa
3947,FACULDADE SENAC CHAPECÓ,Privada,Chapecó,SC,Ativa
2040,FACULDADE DO FUTURO,Privada,Manhuaçu,MG,Ativa
1319,FACULDADE TECSOMA,Privada,Paracatu,MG,Ativa
1345,FACULDADE ANHANGUERA DE OSASCO,Privada,Osasco,SP,Ativa
19635,Faculdade de Ensino Superior Pelegrino Cipriani,Privada,Cuiabá,MT,Ativa
483,CENTRO UNIVERSITÁRIO METROPOLITANO DE SÃO PAULO,Privada,Guarulhos,SP,Ativa
25780,Faculdade Nossa Senhora da Conceição,Privada,Aracaju,SE,Ativa
3939,FACULDADE ALIANÇA DE ITABERAI,Privada,Itaberaí,GO,Ativa
5663,FACULDADE DE VARGEM GRANDE PAULISTA,Privada,Vargem Grande Paulista,SP,Extinta
3611,FACULDADES INTEGRADAS DA UNIÃO DE ENSINO SUPERIOR CERTO,Privada,Brasília,DF,Extinta
14242,FACULDADE ÚNICA DE TIMÓTEO,Privada,Timóteo,MG,Ativa
669,UNIVERSIDADE NILTON LINS,Privada,Manaus,AM,Ativa
2647,FACULDADE INTEGRADA DE SANTA MARIA,Privada,Santa Maria,RS,Ativa
4136,FACULDADE CÂNDIDO RONDON DE RONDONÓPOLIS,Privada,Rondonópolis,MT,Extinta
21165,FACULDADE EASE BRASIL,Privada,Fortaleza,CE,Ativa
336,FACULDADE MACHADO SOBRINHO,Privada,Juiz de Fora,MG,Ativa
1565,FACULDADE UNIME DE CIÊNCIAS JURÍDICAS,Privada,Lauro de Freitas,BA,Ativa
21847,FACULDADE M-EDUCAR,Privada,Croatá,CE,Ativa
1123,INSTITUTO DE EDUCAÇÃO SUPERIOR UNYAHNA DE SALVADOR,Privada,Salvador,BA,Ativa
25722,Faculdade Canadenses no Brasil,Privada,Colatina,ES,Ativa
23264,Faculdade UNA de Conselheiro Lafaiete,Privada,Conselheiro Lafaiete,MG,Ativa
4661,FACULDADE UNIBF,Privada,Paraíso do Norte,PR,Ativa
14205,Faculdade Presidente Antônio Carlos de Bambuí,Privada,Bambuí,MG,Extinta
40,UNIVERSIDADE DO ESTADO DA BAHIA,Pública,Salvador,BA,Ativa
1360,iCEV - Instituto de Ensino Superior,Privada,Teresina,PI,Ativa
4065,FACULDADE DE TECNOLOGIA DO INSTITUTO BANDEIRANTE DE EDUCAÇÃO E CULTURA,Privada,São Paulo,SP,Extinta
1141,CENTRO UNIVERSITÁRIO GAMA E SOUZA,Privada,Rio de Janeiro,RJ,Ativa
997,Centro Universitário de Bauru,Privada,Bauru,SP,Ativa
20291,Faculdade do Vale do Caju,Privada,Pacajus,CE,Ativa
263,FACULDADES INTEGRADAS CAMPOS SALLES,Privada,São Paulo,SP,Ativa
4367,FACULDADE TERRA NORDESTE,Privada,Caucaia,CE,Ativa
22449,INSTITUTO SUPERIOR DE CIÊNCIAS DA SAÚDE CARLOS CHAGAS,Privada,Rio de Janeiro,RJ,Ativa
2793,FACULDADE UBS,Privada,São Paulo,SP,Ativa
1620,FACULDADE SANTA RITA,Privada,Novo Horizonte,SP,Ativa
10116,FACULDADE DE TECNOLOGIA SENAI MATO GROSSO,Privada,Cuiabá,MT,Ativa
2141,FACULDADES BATISTA DO PARANÁ,Privada,Curitiba,PR,Ativa
18675,Faculdade Univeritas Universus Veritas de Campo Grande,Privada,Campo Grande,MS,Ativa
18681,FACULDADE VERBO EDUCACIONAL,Privada,Porto Alegre,RS,Ativa
21239,Faculdade Anhanguera de Jaú,Privada,Jaú,SP,Ativa
25207,FACULDADE NOVE DE JULHO DE BOTUCATU,Privada,Botucatu,SP,Ativa
832,FACULDADE ARQUIDIOCESANA DE CURVELO,Privada,Curvelo,MG,Ativa
1734,Centro Universitário Facid Wyden,Privada,Teresina,PI,Ativa
5394,INSTITUTO DE ENSINO SUPERIOR INTEGRADO-IESI,Privada,Teófilo Otoni,MG,Ativa
2344,FACULDADE ITEANA DE IBITINGA,Privada,Ibitinga,SP,Extinta
21822,FACULDADE FAVENI GUARULHOS,Privada,Guarulhos,SP,Ativa
12848,FACULDADE DE TECNOLOGIA SENAC MINAS - UNIDADE BARBACENA,Privada,Barbacena,MG,Ativa
33,FACULDADE DE TECNOLOGIA DE SOROCABA,Pública,Sorocaba,SP,Ativa
99,FACULDADE DE DIREITO DE CONSELHEIRO LAFAIETE,Privada,Conselheiro Lafaiete,MG,Ativa
3377,FACULDADE MONTESSORIANO DE SALVADOR,Privada,Salvador,BA,Ativa
2330,Faculdade Cândido Rondon,Privada,Cuiabá,MT,Ativa
1867,FACULDADE SANTOS DUMONT,Privada,Santos Dumont,MG,Ativa
21485,Faculdade de Ensino Paschoal Dantas,Privada,São Paulo,SP,Ativa
1365,CENTRO UNIVERSITÁRIO ADVENTISTA DE SÃO PAULO,Privada,São Paulo,SP,Ativa
3933,FACULDADE MÉTODO DE SÃO PAULO,Privada,São Paulo,SP,Ativa
1100,Centro Universitário Carlos Drummond de Andrade,Privada,São Paulo,SP,Ativa
1036,UNIVERSIDADE DO ESTADO DE MINAS GERAIS,Pública,Belo Horizonte,MG,Ativa
18165,Fundação Universidade Virtual do Estado de São Paulo,Pública,São Paulo,SP,Ativa
23028,Escola de Sargentos das Armas,Pública,Três Corações,MG,Ativa
2594,FACULDADE TEOLÓGICA BATISTA ANA WOLLERMAN,Privada,Dourados,MS,Extinta
1075,CENTRO UNIVERSITÁRIO - UNIESP,Privada,Cabedelo,PB,Ativa
18149,FACULDADE CESUMAR DE MARINGÁ,Privada,Maringá,PR,Extinta
4100,FACULDADE DE TECNOLOGIA SENAI ÍTALO BOLOGNA,Privada,Goiânia,GO,Ativa
17558,Faculdade Santo André,Privada,Vilhena,RO,Ativa
1711,FACULDADE DE PRESIDENTE PRUDENTE,Privada,Presidente Prudente,SP,Ativa
1220,INSTITUTO MATÃO DE ENSINO SUPERIOR,Privada,Matão,SP,Extinta
852,FIAP - Centro Universitário,Privada,São Paulo,SP,Ativa
1721,FACULDADE DE VIÇOSA,Privada,Viçosa,MG,Ativa
22191,Faculdade Estácio de Jaraguá do Sul,Privada,Jaraguá do Sul,SC,Ativa
3803,FACULDADE DE JAÚ,Privada,Jaú,SP,Extinta
18,UNIVERSIDADE CATÓLICA DE PELOTAS,Privada,Pelotas,RS,Ativa
21503,COLÉGIO PEDRO II,Pública,Rio de Janeiro,RJ,Ativa
1726,CENTRO UNIVERSITÁRIO SANTA AMÉLIA,Privada,Ponta Grossa,PR,Ativa
22605,Faculdade Alvorada de Saúde,Privada,São Paulo,SP,Ativa
1646,FACULDADE DE EDUCAÇÃO CIÊNCIAS E LETRAS DE PARAÍSO,Privada,Paraíso do Tocantins,TO,Ativa
4411,CENTRO UNIVERSITÁRIO ESTÁCIO DE JI-PARANÁ,Privada,Ji-Paraná,RO,Ativa
24268,Faculdade UNINORTE Marabá,Privada,Marabá,PA,Ativa
15500,Faculdade Lusocapixaba,Privada,Cariacica,ES,Extinta
14715,Centro Universitário Piaget,Privada,Suzano,SP,Ativa
14183,Faculdade Presidente Antônio Carlos de São João Del Rei,Privada,São João del Rei,MG,Extinta
21418,Escola de Aperfeiçoamento de Oficiais,Pública,Rio de Janeiro,RJ,Ativa
14159,Faculdade Presidente Antônio Carlos de Carmo do Paranaíba,Privada,Carmo do Paranaíba,MG,Extinta
3644,FACULDADE CATÓLICA SANTA TERESINHA,Privada,Caicó,RN,Ativa
4066,FACULDADE BATISTA DO ESTADO DO RIO DE JANEIRO - FABERJ,Privada,Campos dos Goytacazes,RJ,Ativa
22787,FACULDADE DE TECNOLOGIA E CIÊNCIAS - FTC CAMAÇARI,Privada,Camaçari,BA,Ativa
880,FACULDADE DE CIÊNCIAS E TECNOLOGIA DO PARANÁ,Privada,Curitiba,PR,Extinta
4810,FACULDADE ANTÔNIO MENEGHETTI,Privada,Restinga Seca,RS,Ativa
23703,Faculdade de Penedo,Privada,Penedo,AL,Ativa
22075,FACULDADE VALE DO PAJEU,Privada,São José do Egito,PE,Ativa
2352,INSTITUTO DE EDUCAÇÃO SUPERIOR PIO XII,Privada,Cariacica,ES,Ativa
1519,CENTRO UNIVERSITÁRIO DE PATO BRANCO,Privada,Pato Branco,PR,Ativa
2784,FACULDADE FAE BLUMENAU,Privada,Blumenau,SC,Extinta
1296,ESCOLA SUPERIOR DE MARKETING,Privada,Recife,PE,Ativa
17701,FAP-FACULDADE DE PINHEIROS,Privada,Pinheiros,ES,Extinta
21420,Escola de Inteligência Militar do Exército,Pública,Brasília,DF,Ativa
19883,Faculdade Sul Paulista de Itanhaém,Privada,Itanhaém,SP,Ativa
1936,CENTRO UNIVERSITÁRIO LA SALLE,Privada,Lucas do Rio Verde,MT,Ativa
3631,FACULDADE DAMAS DA INSTRUÇÃO CRISTÃ,Privada,Recife,PE,Ativa
17,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,Pública,Uberlândia,MG,Ativa
1676,CENTRO UNIVERSITÁRIO SÃO MIGUEL,Privada,Recife,PE,Ativa
1910,FACULDADE UNINASSAU LAURO DE FREITAS,Privada,Lauro de Freitas,BA,Ativa
22716,FACULDADE PITÁGORAS DE PENÁPOLIS,Privada,Penápolis,SP,Ativa
22713,FACULDADE DO OESTE POTIGUAR,Privada,São Miguel,RN,Ativa
575,UNIVERSIDADE FEDERAL DE MINAS GERAIS,Pública,Belo Horizonte,MG,Ativa
18115,Faculdade Estácio de Goiânia,Privada,Goiânia,GO,Extinta
14245,Faculdade Presidente Antônio Carlos de Campina Verde,Privada,Campina Verde,MG,Extinta
1745,Faculdade Interativa de São Paulo,Privada,São Paulo,SP,Ativa
4261,Faculdade CMB,Privada,Porto Alegre,RS,Ativa
518,CENTRO UNIVERSITÁRIO DO DISTRITO FEDERAL,Privada,Brasília,DF,Ativa
16602,FACULDADE DE EDUCAÇÃO ELIÂ,Privada,Tailândia,PA,Ativa
3875,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL GUAXUPÉ,Privada,Guaxupé,MG,Ativa
671,UNIVERSIDADE ANHANGUERA,Privada,Campo Grande,MS,Ativa
3223,ESCOLA SUPERIOR DE CIÊNCIAS DA SAÚDE,Pública,Brasília,DF,Ativa
19287,Faculdade do Centro Maranhense,Privada,Barra do Corda,MA,Ativa
24383,FACULDADE NACIONAL DE NATUROPATIA  ADMINISTRAÇÃO E PEDAGOGIA,Privada,Novo Hamburgo,RS,Ativa
24326,FACULDADE ESSA EDUCACAO PROFISSIONAL,Privada,São Paulo,SP,Ativa
2908,CENTRO UNIVERSITÁRIO NATALENSE,Privada,Natal,RN,Ativa
2012,INSTITUTO SUPERIOR DE EDUCAÇÃO DE PESQUEIRA,Privada,Pesqueira,PE,Extinta
14156,Faculdade Presidente Antônio Carlos de Teófilo Otoni,Privada,Teófilo Otoni,MG,Ativa
21906,Faculdade Metropolitana do Ceará,Privada,Fortaleza,CE,Ativa
661,FACULDADE PIO DÉCIMO,Privada,Aracaju,SE,Ativa
1573,CENTRO UNIVERSITÁRIO ALFREDO NASSER,Privada,Aparecida de Goiânia,GO,Ativa
15508,Centro de Ensino Unificado do Piauí,Privada,Teresina,PI,Ativa
1113,CENTRO UNIVERSITÁRIO EURO-AMERICANO,Privada,Brasília,DF,Ativa
19956,FACULDADE UNIRB JOÃO PESSOA,Privada,João Pessoa,PB,Ativa
2356,FACULDADE PAN AMERICANA,Privada,Capanema,PA,Ativa
14124,Faculdade Presidente Antônio Carlos de Buritis,Privada,Buritis,MG,Extinta
2835,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU,Privada,Recife,PE,Ativa
13717,FACULDADES DO VALE DO ARARANGUA - FVA,Privada,Araranguá,SC,Ativa
14321,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DE FORTALEZA,Privada,Fortaleza,CE,Ativa
21869,Faculdade Rachel de Queiroz,Privada,Ponta Grossa,PR,Ativa
515,Centro Universitário Anhanguera Pitágoras Unopar de Niterói,Privada,Niterói,RJ,Ativa
17886,Faculdade de Educação Sul do Piauí,Privada,São João do Piauí,PI,Ativa
441,UNIVERSIDADE DO CONTESTADO,Privada,Mafra,SC,Ativa
1938,FACULDADE DE UMUARAMA,Privada,Umuarama,PR,Extinta
2927,FACULDADE DE BELO HORIZONTE,Privada,Belo Horizonte,MG,Ativa
24553,FACULDADE VINCIT,Privada,Maringá,PR,Ativa
17499,FACULDADE VIDAL,Privada,Limoeiro do Norte,CE,Ativa
22771,FACULDADE CRISTO REI,Privada,Cornélio Procópio,PR,Ativa
1013,FACULDADE SUDOESTE PAULISTANO,Privada,São Paulo,SP,Extinta
23875,Faculdade Instituto de Ensino Superior,Privada,Goiânia,GO,Ativa
19783,FACULDADE ANHANGUERA DE PARAGOMINAS,Privada,Paragominas,PA,Ativa
3428,FACULDADE ALFA AMÉRICA,Privada,Praia Grande,SP,Ativa
20052,Faculdade ABC de Goiânia,Privada,Goiânia,GO,Ativa
1373,FACULDADE CASA BRANCA,Privada,Casa Branca,SP,Ativa
14225,Faculdade Presidente Antônio Carlos de Felixlândia,Privada,Felixlândia,MG,Extinta
18062,Faculdade Marechal Rondon,Privada,Vilhena,RO,Ativa
15585,Faculdade de Tecnologia Santo André,Pública,Santo André,SP,Ativa
1903,FACULDADE CRISTO REI,Privada,Cornélio Procópio,PR,Ativa
1830,FACULDADE ANHANGUERA DE PASSO FUNDO,Privada,Passo Fundo,RS,Ativa
57,UNIVERSIDADE ESTADUAL DE MARINGÁ,Pública,Maringá,PR,Ativa
14117,Faculdade Presidente Antônio Carlos de Piranguinho,Privada,Piranguinho,MG,Extinta
13728,FACULDADE DOS CARAJÁS,Privada,Marabá,PA,Ativa
2591,EPGE Escola Brasileira de Economia e Finanças,Privada,Rio de Janeiro,RJ,Ativa
22422,Fundação Dom Cabral,Privada,Nova Lima,MG,Ativa
4026,FACULDADE DE TECNOLOGIA ZONA LESTE,Pública,São Paulo,SP,Ativa
1890,FACULDADE INTEGRADA DE GOIÁS,Privada,Goiânia,GO,Extinta
21897,FACULDADE MAURÍCIO DE NASSAU DE PONTA GROSSA,Privada,Ponta Grossa,PR,Extinta
17614,ESCOLA DA ADVOCACIA-GERAL DA UNIÃO,Pública,Brasília,DF,Ativa
23229,Faculdade Alfredo Nasser de Pontalina,Privada,Pontalina,GO,Ativa
11817,FACULDADE DO POVO,Privada,São Paulo,SP,Extinta
3823,INSTITUTO DE EDUCAÇÃO SUPERIOR DE POUSO ALEGRE,Privada,Pouso Alegre,MG,Ativa
131,Faculdade de Tecnologia do Brasil,Privada,Barra Bonita,SP,Ativa
23948,Faculdades Famep -  Unidade Uruçui - PI,Privada,Uruçuí,PI,Ativa
3940,FACULDADE DE ENSINO SUPERIOR SANTA BARBARA,Privada,Tatuí,SP,Ativa
21437,Escola de Saúde do Exército,Pública,Rio de Janeiro,RJ,Extinta
22433,Faculdades FAMEP Unidade Parnaíba - PI,Privada,Parnaíba,PI,Ativa
1619,FACULDADE DE OLÍMPIA,Privada,Olímpia,SP,Ativa
550,UNIVERSIDADE ESTADUAL DA PARAÍBA,Pública,Campina Grande,PB,Ativa
17803,Faculdade Estácio de Rio Preto,Privada,São José do Rio Preto,SP,Ativa
21956,FACULDADE METROPOLITANA DE PALHOÇA,Privada,Palhoça,SC,Ativa
1564,FACULDADE SUL FLUMINENSE,Privada,Volta Redonda,RJ,Ativa
2104,FACULDADE DE TEOLOGIA DE HOKEMÃH,Privada,Vitória do Mearim,MA,Extinta
715,FAE CENTRO UNIVERSITÁRIO,Privada,Curitiba,PR,Ativa
319,UNIVERSIDADE BRASIL,Privada,São Paulo,SP,Ativa
38,UNIVERSIDADE DO ESTADO DO PARÁ,Pública,Belém,PA,Ativa
4772,FACULDADE BI SOCIAL QUARESMA,Privada,Jundiaí,SP,Extinta
19357,Faculdade Afonso Schmidt,Privada,Cubatão,SP,Extinta
4700,FACULDADE NOVA ROMA,Privada,Recife,PE,Ativa
1904,FACULDADE SÃO CAMILO,Privada,Rio de Janeiro,RJ,Ativa
2273,INSTITUTO SUPERIOR DE EDUCAÇÃO DO ALTO SÃO FRANCISCO,Privada,Piumhi,MG,Extinta
3993,FACULDADE DE TECNOLOGIA CETEP,Privada,Curitiba,PR,Extinta
5550,FACULDADE ANHANGUERA DE ANÁPOLIS,Privada,Anápolis,GO,Ativa
1822,Centro Universitário Sul-Americana,Privada,Goiânia,GO,Ativa
796,FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DO VALE DO SÃO LOURENÇO,Privada,Jaciara,MT,Ativa
5362,Faculdade UNIRB - ARACAJU,Privada,Aracaju,SE,Ativa
924,FACULDADE INTERLAGOS DE EDUCAÇÃO E CULTURA,Privada,São Paulo,SP,Extinta
763,CENTRO UNIVERSITÁRIO DE GOIÂNIA,Privada,Goiânia,GO,Ativa
19320,Escola de Políticas Públicas e Governo da Fundação Getulio Vargas,Privada,Brasília,DF,Ativa
3983,CENTRO UNIVERSITÁRIO DE FORMIGA,Privada,Formiga,MG,Ativa
3538,FACULDADE FAE SÉVIGNÉ PORTO ALEGRE,Privada,Porto Alegre,RS,Extinta
2444,Faculdade Unirb - Barreiras,Privada,Barreiras,BA,Ativa
234,FACULDADES OSWALDO CRUZ,Privada,São Paulo,SP,Ativa
11818,Faculdade Inspirar,Privada,Curitiba,PR,Ativa
17395,Instituto Educacional das Américas,Privada,Porto Alegre,RS,Ativa
17401,Faculdade de Tecnologia CNA,Privada,Brasília,DF,Ativa
1072,FACULDADE AFIRMATIVO,Privada,Cuiabá,MT,Extinta
3946,FACULDADE SENAC TUBARÃO,Privada,Tubarão,SC,Ativa
278,FACULDADES INTEGRADAS SIMONSEN,Privada,Rio de Janeiro,RJ,Ativa
23097,Faculdade Ibmec de Brasília,Privada,Brasília,DF,Ativa
595,UNIVERSIDADE FEDERAL DE ALFENAS,Pública,Alfenas,MG,Ativa
22245,FACULDADE DO CARIRI PARAIBANO,Privada,Sumé,PB,Ativa
4053,FACULDADE SKEMA BUSINESS SCHOOL,Privada,Belo Horizonte,MG,Ativa
1727,FACULDADE DE CARIACICA,Privada,Cariacica,ES,Ativa
740,FACULDADE DE CIÊNCIAS HUMANAS DE VITÓRIA,Privada,Vitória,ES,Extinta
22327,Faculdade São Tomás de Aquino de Nova Lima,Privada,Nova Lima,MG,Ativa
1866,Faculdade de Ciências Educacionais e Empresariais de Natal,Privada,Natal,RN,Ativa
24201,Faculdade FISEPE,Privada,Passo Fundo,RS,Ativa
639,FACULDADE DE DESENHO INDUSTRIAL DE MAUÁ,Privada,Mauá,SP,Extinta
14226,Faculdade Presidente Antônio Carlos de Jaboticatubas,Privada,Jaboticatubas,MG,Extinta
22911,Faculdade  do Sertão Central  EAD,Privada,Milhã,CE,Ativa
15521,FACULDADE CATÓLICA DE SÃO JOSÉ DOS CAMPOS,Privada,São José dos Campos,SP,Ativa
2009,FACULDADE DE TAQUARITINGA,Privada,Taquaritinga,SP,Ativa
952,UNIVERSIDADE SANTA CECÍLIA,Privada,Santos,SP,Ativa
18211,FACULDADE UNINASSAU CABO,Privada,Cabo de Santo Agostinho,PE,Ativa
56,UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO,Pública,São Paulo,SP,Ativa
5071,FACULDADE NORTE CAPIXABA DE SÃO MATEUS - FAMAT,Privada,São Mateus,ES,Extinta
